wd_id,line_id,linewd,word,lex_id,textlineid,syntag,syntag2,syllabified,lemma
439,59,2,que,que,59,Sub,Sub,C/(e)\,que
440,59,3,pour,pour,59,Pre,Pre,C/V\,pour
441,59,4,lui,lui,59,Prn,Prn,C/V\,lui
442,59,5,nul,nul,59,QIs,QIs,C/V\,nul
443,59,6,bon,bon,59,Adj,Adj,C/V\,bon
444,59,7,point,point,59,N,N,C/V\,point
445,59,8,ordonnast,ordonnast,59,Vfin,Vfin,/V\.C/V\.'C/V\,ordonner
446,59,9,",",",",59,Pnc,Pnc,,","
447,60,1,tant,tant,60,QIs,QIs,C/V\,tant
448,60,2,qu',qu',60,Sub,Sub,C/\,que
449,60,3,en,en,60,Pre,Pre,/V\,en
450,60,4,la,la,60,Det,Det,C/V\,le
451,60,5,fin,fin,60,N,N,C/V\,fin
452,60,6,",",",",60,Pnc,Pnc,,","
453,61,1,loyal,loyal,61,Adj,Adj,C/V\.'C/V\,loyal
454,61,2,amour,amour,61,N,N,/V\.'C/V\,amour
455,61,3,",",",",61,Pnc,Pnc,,","
456,61,4,qui,qui,61,Qux,Qux,C/V\,qui
457,61,5,seult,seult,61,Vfin,Vfin,C/V\,souloir
458,61,6,a,a,61,Pre,Pre,/V\,à
459,61,7,la,la,61,Det,Det,C/V\,le
460,61,8,parfin,parfin,61,N,N,C/V\.'C/V\,parfin
461,62,1,aux,aux,62,Pre+Det,Pre+Det,/V\,à.le
462,62,2,vrays,vrays,62,Adj,Adj,C/V\,vrai
463,62,3,amans,amans,62,Vprs,Vprs,/V\.'C/V\,aimer
464,62,4,",",",",62,Pnc,Pnc,,","
465,62,5,qui,qui,62,Qux,Qux,C/V\,qui
466,62,6,aiment,aiment,62,Vfin,Vfin,'/V\.C/e\,aimer
467,62,7,de,de,62,Pre,Pre,C/(e)\,de
468,62,8,cuer,cuer,62,N,N,C/V\,coeur
469,62,9,fin,fin,62,Adj,Adj,C/V\,fin
470,62,10,",",",",62,Pnc,Pnc,,","
471,63,1,faire,faire,63,Vinf,Vinf,'C/V\.C/(e)\,faire
472,63,2,secours,secours,63,N,N,C/V\.'C/V\,secours
473,63,3,et,et,63,Crd,Crd,/V\,et
474,63,4,ayde,ayde,63,N,N,'/V\.C/(e)\,aide
475,63,5,",",",",63,Pnc,Pnc,,","
476,63,6,a,a,63,Pre,Pre,/V\,à
477,63,7,celle,celle,63,Dem,Dem,'C/V\.C/(e)\,cil
478,63,8,fin,fin,63,N,N,C/V\,fin
479,64,1,qu',qu',64,Sub,Sub,C/\,que
480,64,2,il,il,64,Prn,Prn$,/V\,il
481,64,3,fust,fust,64,Vfin,Vfin,C/V\,être
482,64,4,amez,amez,64,Vpp,Vpp,/V\.'C/V\,aimer
483,64,5,",",",",64,Pnc,Pnc,,","
484,65,1,fist,fist,65,Vfin,Vfin,C/V\,faire
485,65,2,que,que,65,Sub,Sub,C/(e)\,que
486,65,3,pitié,pitié,65,N,N,C/V\.'C/V\,pitié
487,65,4,",",",",65,Pnc,Pnc,,","
488,65,5,par,par,65,Pre,Pre,C/V\,par
489,65,6,qui,qui,65,Qux,Qux,C/V\,qui
490,65,7,sont,sont,65,Vfin,Vfin,C/V\,être
491,65,8,informez,informez,65,Vpp,Vpp,/V\.C/V\.'C/V\,informer
492,66,1,les,les,66,Det,Det,C/V\,le
493,66,2,gentilz,gentilz,66,Adj,Adj,C/V\.'C/V\,gentil
494,66,3,cuers,cuers,66,N,N,C/V\,coeur
495,66,4,et,et,66,Crd,Crd,/V\,et
496,66,5,pris,pris,66,Vpp,Vpp,C/V\,prendre
497,66,6,et,et,66,Crd,Crd,/V\,et
498,66,7,enfermez,enfermez,66,Vpp,Vpp,/V\.C/V\.'C/V\,enfermer
499,67,1,es,es,67,Pre+Det,Pre+Det,/V\,en.le
500,67,2,las,las,67,Adj,Adj,C/V\,las
501,67,3,d',d',67,Pre,Pre,C/\,de
502,67,4,amours,amours,67,N,N,/V\.'C/V\,amour
503,67,5,",",",",67,Pnc,Pnc,,","
504,67,6,fist,fist,67,Vfin,Vfin,C/V\,faire
505,67,7,tant,tant,67,QIs,QIs,C/V\,tant
506,67,8,qu',qu',67,Sub,Sub,C/\,que
507,67,9,ami,ami,67,N,N,/V\.'C/V\,ami
508,67,10,clamez,clamez,67,Vpp,Vpp,C/V\.'C/V\,clamer
509,68,1,fu,fu,68,Vfin,Vfin,C/V\,être
510,68,2,de,de,68,Pre,Pre,C/(e)\,de
511,68,3,la,la,68,Det,Det,C/V\,le
512,68,4,belle,belle,68,Adj,Adj,'C/V\.C/(e)\,beau
513,68,5,",",",",68,Pnc,Pnc,,","
514,69,1,qu',qu',69,Qux,Qux,C/\,que
515,69,2,amours,amours,69,N,N,/V\.'C/V\,amour
516,69,3,navra,navra,69,Vfin,Vfin,C/V\.'C/V\,navrer
517,69,4,de,de,69,Pre,Pre,C/(e)\,de
518,69,5,l',l',69,Det,Det,C/\,le
519,69,6,ardent,ardent,69,Vprs,Vprs,/V\.'C/V\,ardre
520,69,7,estincelle,estincelle,69,N,N,/V\.C/V\.'C/V\.C/(e)\,étincelle
521,70,1,qui,qui,70,Qux,Qux,C/V\,qui
522,70,2,mainte,mainte,70,QIs,QIs,'C/V\.C/(e)\,maint
523,70,3,dame,dame,70,N,N,'C/V\.C/(e)\,dame
524,70,4,et,et,70,Crd,Crd,/V\,et
525,70,5,mainte,mainte,70,QIs,QIs,'C/V\.C/(e)\,maint
526,70,6,damoiselle,damoiselle,70,N,N,C/V\.C/V\.'C/V\.C/(e)\,damoiselle
527,71,1,contraint,contraint,71,Vfin,Vfin,C/V\.'C/V\,contraindre
528,71,2,d',d',71,Pre,Pre,C/\,de
529,71,3,amer,amer,71,Vinf,Vinf,/V\.'C/V\,aimer
530,71,4,",",",",71,Pnc,Pnc,,","
531,71,5,ou,ou,71,Crd,Crd,/V\,ou
532,71,6,soit,soit,71,Vfin,Vfin,C/V\,être
533,71,7,vesve,vesve,71,Adj,Adj,'C/V\.C/(e)\,veuve
534,71,8,ou,ou,71,Crd,Crd,/V\,ou
535,71,9,pucelle,pucelle,71,N,N,C/V\.'C/V\.C/(e)\,pucelle
536,72,1,ou,ou,72,Crd,Crd,/V\,ou
537,72,2,d',d',72,Pre,Pre,C/\,de
538,72,3,autre,autre,72,Adj,Adj,'/V\.C/(e)\,autre
539,72,4,guise,guise,72,N,N,'C/V\.C/(e)\,guise
540,72,5,;,;,72,Pnc,Pnc,,;
541,73,1,quant,quant,73,Sub,Sub,C/V\,quand
542,73,2,il,il,73,Prn,Prn$,/V\,il
543,73,3,lui,lui,73,Prn,Prn$$,C/V\,lui
544,73,4,plaist,plaist,73,Vfin,Vfin,C/V\,plaire
545,73,5,soubmettre,soubmettre,73,Vinf,Vinf,C/V\.'C/V\.C/(e)\,soumettre
546,73,6,a,a,73,Pre,Pre,/V\,à
547,73,7,sa,sa,73,Det,Det,C/V\,son
548,73,8,devise,devise,73,N,N,C/V\.'C/V\.C/(e)\,devise
549,74,1,qui,qui,74,Qux,Qux,C/V\,qui
550,74,2,qu',qu',74,Sub,Sub,C/\,que
551,74,3,elle,elle,74,Prn,Prn$,'/V\.C/(e)\,elle
552,74,4,veult,veult,74,Vfin,Vfin,C/V\,vouloir
553,74,5,",",",",74,Pnc,Pnc,,","
554,74,6,riens,riens,74,N,N,C/V\,rien
555,74,7,n',n',74,Neg,Neg$$,C/\,ne
556,74,8,est,est,74,Vfin,Vfin,/V\,être
557,74,9,qu',qu',74,Qux,Qux,C/\,que
558,74,10,elle,elle,74,Prn,Prn$,'/V\.C/(e)\,elle
559,74,11,n',n',74,Neg,Neg$$,C/\,ne
560,74,12,atise,atise,74,Vfin,Vfin,/V\.'C/V\.C/(e)\,attiser
561,74,13,.,.,74,Pnc,Pnc,,.
562,75,1,ainsi,ainsi,75,Adv,Adv,/V\.'C/V\,ainsi
563,75,2,avint,avint,75,Vfin,Vfin,/V\.'C/V\,avenir
564,75,3,de,de,75,Pre,Pre,C/(e)\,de
565,75,4,celle,celle,75,Dem,Dem,'C/V\.C/(e)\,cil
566,75,5,a,a,75,Pre,Pre,/V\,à
567,75,6,qui,qui,75,Qux,Qux,C/V\,qui
568,75,7,franchise,franchise,75,N,N,C/V\.'C/V\.C/(e)\,franchise
569,76,1,fist,fist,76,Vfin,Vfin,C/V\,faire
570,76,2,octroyer,octroyer,76,Vinf,Vinf,/V\.C/V\.'C/V\,octroyer
571,77,1,le,le,77,Det,Det,C/(e)\,le
572,77,2,nom,nom,77,N,N,C/V\,nom
573,77,3,d',d',77,Pre,Pre,C/\,de
574,77,4,ami,ami,77,N,N,/V\.'C/V\,ami
575,77,5,a,a,77,Pre,Pre,/V\,à
576,77,6,cil,cil,77,Dem,Dem,C/V\,cil
577,77,7,qui,qui,77,Qux,Qux,C/V\,qui
578,77,8,par,par,77,Pre,Pre,C/V\,par
579,77,9,proyer,proyer,77,Vinf,Vinf,C/V\.'C/V\,prier
580,78,1,et,et,78,Crd,Crd,/V\,et
581,78,2,bien,bien,78,Adv,Adv,C/V\,bien
582,78,3,amer,amer,78,Vinf,Vinf,/V\.'C/V\,aimer
583,78,4,ne,ne,78,Neg,Neg$$,C/(e)\,ne
584,78,5,le,le,78,Prn,Prn$$,C/(e)\,le
585,78,6,devoit,devoit,78,Vfin,Vfin,C/V\.'C/V\,devoir
586,78,7,noyer,noyer,78,Vinf,Vinf,C/V\.'C/V\,noyer
587,78,8,",",",",78,Pnc,Pnc,,","
588,79,1,car,car,79,Crd,Crd,C/V\,car
589,79,2,bien,bien,79,Adv,Adv,C/V\,bien
590,79,3,l',l',79,Prn,Prn$$,C/\,le
591,79,4,avoit,avoit,79,Vfin,Vfin,/V\.'C/V\,avoir
592,79,5,desservi,desservi,79,Vpp,Vpp,C/V\.C/V\.'C/V\,desservir
593,79,6,en,en,79,Pre,Pre,/V\,en
594,79,7,loyer,loyer,79,N,N,C/V\.'C/V\,loyer
595,79,8,",",",",79,Pnc,Pnc,,","
596,80,1,comme,comme,80,Sub,Sub,'C/V\.C/(e)\,comme
597,80,2,il,il,80,Prn,Prn$,/V\,il
598,80,3,disoit,disoit,80,Vfin,Vfin,C/V\.'C/V\,dire
599,80,4,.,.,80,Pnc,Pnc,,.
600,81,1,dont,dont,81,Qux,Qux,C/V\,dont
601,81,2,une,une,81,QIs,QIs,'/V\.C/(e)\,un
602,81,3,fois,fois,81,N,N,C/V\,fois
603,81,4,a,a,81,Pre,Pre,/V\,à
604,81,5,elle,elle,81,Prn,Prn,'/V\.C/(e)\,elle
605,81,6,devisoit,devisoit,81,Vfin,Vfin,C/V\.C/V\.'C/V\,deviser
606,82,1,en,en,82,Pre,Pre,/V\,en
607,82,2,la,la,82,Prn,Prn$$,C/V\,le
608,82,3,priant,priant,82,Vprs,Vprs,C/V\.'C/V\,prier
609,82,4,du,du,82,Pre+Det,Pre+Det,C/V\,de.le
610,82,5,mal,mal,82,N,N,C/V\,mal
611,82,6,qui,qui,82,Qux,Qux,C/V\,qui
612,82,7,lui,lui,82,Prn,Prn$$,C/V\,lui
613,82,8,cuisoit,cuisoit,82,Vfin,Vfin,C/V\.'C/V\,cuire
614,83,1,elle,elle,83,Prn,Prn$,'/V\.C/(e)\,elle
615,83,2,eust,eust,83,Vfin,Vfin,/(V)\.'/V\,avoir
616,83,3,pitié,pitié,83,N,N,C/V\.'C/V\,pitié
617,83,4,",",",",83,Pnc,Pnc,,","
618,83,5,se,se,83,Sub,Sub,C/(e)\,si
619,83,6,assez,assez,83,Adv,Adv,/V\.'C/V\,assez
620,83,7,souffisoit,souffisoit,83,Vfin,Vfin,C/V\.C/V\.'C/V\,suffire
621,84,1,la,la,84,Det,Det,C/V\,le
622,84,2,grieve,grieve,84,Adj,Adj,'C/V\.C/(e)\,grief
623,84,3,peine,peine,84,N,N,'C/V\.C/(e)\,peine
624,85,1,qu',qu',85,Qux,Qux,C/\,que
625,85,2,il,il,85,Prn,Prn$,/V\,il
626,85,3,ot,ot,85,Vfin,Vfin,/V\,avoir
627,85,4,souffert,souffert,85,Vpp,Vpp,C/V\.'C/V\,souffrir
628,85,5,;,;,85,Pnc,Pnc,,;
629,85,6,si,si,85,Adv,Adv,C/V\,si
630,85,7,disoit,disoit,85,Vfin,Vfin,C/V\.'C/V\,dire
631,85,8,",",",",85,Pnc,Pnc,,","
632,85,9,"""","""",85,Pnc,Pnc,,""""
633,85,10,dame,dame,85,N,N,'C/V\.C/(e)\,dame
634,85,11,pleine,pleine,85,Adj,Adj,'C/V\.C/(e)\,plein
635,86,1,de,de,86,Pre,Pre,C/(e)\,de
636,86,2,grant,grant,86,Adj,Adj,C/V\,grand
637,86,3,doulçour,doulçour,86,N,N,C/V\.'C/V\,douceur
638,86,4,et,et,86,Crd,Crd,/V\,et
639,86,5,plus,plus,86,Adv,Adv,C/V\,plus
640,86,6,belle,belle,86,Adj,Adj,'C/V\.C/(e)\,beau
641,86,7,qu',qu',86,Sub,Sub,C/\,que
642,86,8,elaine,elaine,86,N,N,/V\.'C/V\.C/(e)\,Hélène
643,86,9,",",",",86,Pnc,Pnc,,","
644,87,1,pour,pour,87,Pre,Pre,C/V\,pour
645,87,2,vous,vous,87,Prn,Prn,C/V\,vous
646,87,3,ay,ay,87,Vfin,Vfin,/V\,avoir
647,87,4,eu,eu,87,Vpp,Vpp,/(V)\.'/V\,avoir
648,87,5,mainte,mainte,87,QIs,QIs,'C/V\.C/(e)\,maint
649,87,6,dure,dure,87,Adj,Adj,'C/V\.C/(e)\,dur
650,87,7,semaine,semaine,87,N,N,C/V\.'C/V\.C/(e)\,semaine
651,88,1,et,et,88,Crd,Crd,/V\,et
652,88,2,maint,maint,88,QIs,QIs,C/V\,maint
653,88,3,meschief,meschief,88,N,N,C/V\.'C/V\,méchef
654,89,1,pour,pour,89,Pre,Pre,C/V\,pour
655,89,2,bien,bien,89,Adv,Adv,C/V\,bien
656,89,3,amer,amer,89,Vinf,Vinf,/V\.'C/V\,aimer
657,89,4,",",",",89,Pnc,Pnc,,","
658,89,5,et,et,89,Crd,Crd,/V\,et
659,89,6,n',n',89,Neg,Neg$$,C/\,ne
660,89,7,en,en,89,Prn,Prn$$,/V\,en
661,89,8,suis,suis,89,Vfin,Vfin,C/V\,être
662,89,9,pas,pas,89,Neg,Neg,C/V\,pas
663,89,10,a,a,89,Pre,Pre,/V\,à
664,89,11,chief,chief,89,N,N,C/V\,chef
665,89,12,",",",",89,Pnc,Pnc,,","
666,90,1,ainçois,ainçois,90,Adv,Adv,/V\.'C/V\,ainçois
667,90,2,croistra,croistra,90,Vfin,Vfin,C/V\.'C/V\,croître
668,90,3,ma,ma,90,Det,Det,C/V\,mon
669,90,4,doulour,doulour,90,N,N,C/V\.'C/V\,douleur
670,90,5,derechef,derechef,90,Adv,Adv,C/V\.C/e\.'C/V\,derechief
671,90,6,;,;,90,Pnc,Pnc,,;
672,91,1,se,se,91,Sub,Sub,C/(e)\,si
673,91,2,refusé,refusé,91,Vpp,Vpp,C/V\.C/V\.'C/V\,refuser
674,91,3,suis,suis,91,Vfin,Vfin,C/V\,être
675,91,4,de,de,91,Pre,Pre,C/(e)\,de
676,91,5,vous,vous,91,Prn,Prn,C/V\,vous
677,91,6,",",",",91,Pnc,Pnc,,","
678,91,7,par,par,91,Pre,Pre,C/V\,par
679,91,8,mon,mon,91,Det,Det,C/V\,mon
680,91,9,chief,chief,91,N,N,C/V\,chef
681,91,10,",",",",91,Pnc,Pnc,,","
682,92,1,je,je,92,Prn,Prn$,C/(e)\,je
683,92,2,suis,suis,92,Vfin,Vfin,C/V\,être
684,92,3,honnis,honnis,92,Vpp,Vpp,C/V\.'C/V\,honnir
685,92,4,.,.,92,Pnc,Pnc,,.
686,93,1,dame,dame,93,N,N,'C/V\.C/(e)\,dame
687,93,2,plaisant,plaisant,93,Vprs,Vprs,C/V\.'C/V\,plaire
688,93,3,",",",",93,Pnc,Pnc,,","
689,93,4,sans,sans,93,Pre,Pre,C/V\,sans
690,93,5,per,per,93,N,N,C/V\,pair
691,93,6,com,com,93,Sub,Sub,C/V\,comme
692,93,7,le,le,93,Det,Det,C/(e)\,le
693,93,8,phenix,phenix,93,N,N,C/V\.'C/V\,phénix
694,93,9,",",",",93,Pnc,Pnc,,","
695,94,1,desservi,desservi,94,Vpp,Vpp,C/V\.C/V\.'C/V\,desservir
696,94,2,n',n',94,Neg,Neg$$,C/\,ne
697,94,3,ay,ay,94,Vfin,Vfin,/V\,avoir
698,94,4,a,a,94,Pre,Pre,/V\,à
699,94,5,tort,tort,94,N,N,C/V\,tort
700,94,6,estre,estre,94,Vinf,Vinf,'/V\.C/(e)\,être
701,94,7,pugnis,pugnis,94,Vpp,Vpp,C/V\.'C/V\,punir
702,95,1,et,et,95,Crd,Crd,/V\,et
703,95,2,ne,ne,95,Neg,Neg$$,C/(e)\,ne
704,95,3,soye,soye,95,Vfin,Vfin,'C/V\./(e)\,être
705,95,4,maubaillis,maubaillis,95,Vpp,Vpp,C/V\.C/V\.'C/V\,maubaillir
706,95,5,et,et,95,Crd,Crd,/V\,et
707,95,6,honnis,honnis,95,Vpp,Vpp,C/V\.'C/V\,honnir
708,96,1,par,par,96,Pre,Pre,C/V\,par
709,96,2,escondit,escondit,96,N,N,/V\.C/V\.'C/V\,escondit
710,96,3,",",",",96,Pnc,Pnc,,","
711,97,1,doulce,doulce,97,Adj,Adj,'C/V\.C/(e)\,doux
712,97,2,dame,dame,97,N,N,'C/V\.C/(e)\,dame
713,97,3,",",",",97,Pnc,Pnc,,","
714,97,4,ne,ne,97,Crd,Crd,C/(e)\,ne
715,97,5,de,de,97,Pre,Pre,C/(e)\,de
716,97,6,mon,mon,97,Det,Det,C/V\,mon
717,97,7,vueil,vueil,97,N,N,C/V\,veuil
718,97,8,desdit,desdit,97,Vpp,Vpp,C/V\.'C/V\,dédire
719,97,9,",",",",97,Pnc,Pnc,,","
720,98,1,mais,mais,98,Crd,Crd,C/V\,mais
721,98,2,m',m',98,Prn,Prn$$,C/\,me
722,98,3,acordez,acordez,98,Vfin,Vfin,/V\.C/V\.'C/V\,accorder
723,98,4,l',l',98,Det,Det,C/\,le
724,98,5,amour,amour,98,N,N,/V\.'C/V\,amour
725,98,6,sans,sans,98,Pre,Pre,C/V\,sans
726,98,7,contredit,contredit,98,N,N,C/V\.C/e\.'C/V\,contredit
727,99,1,de,de,99,Pre,Pre,C/(e)\,de
728,99,2,vous,vous,99,Prn,Prn,C/V\,vous
729,99,3,",",",",99,Pnc,Pnc,,","
730,99,4,belle,belle,99,Adj,Adj,'C/V\.C/(e)\,beau
731,99,5,",",",",99,Pnc,Pnc,,","
732,99,6,car,car,99,Crd,Crd,C/V\,car
733,99,7,je,je,99,Prn,Prn$,C/(e)\,je
734,99,8,vueil,vueil,99,Vfin,Vfin,C/V\,vouloir
735,99,9,a,a,99,Pre,Pre,/V\,à
736,99,10,vo,vo,99,Det,Det,C/V\,votre
737,99,11,dit,dit,99,N,N,C/V\,dit
738,100,1,moy,moy,100,Prn,Prn$$,C/V\,moi
739,100,2,gouverner,gouverner,100,Vinf,Vinf,C/V\.C/V\.'C/V\,gouverner
740,100,3,.,.,100,Pnc,Pnc,,.
741,101,1,si,si,101,Adv,Adv,C/V\,si
742,101,2,me,me,101,Prn,Prn$$,C/(e)\,me
743,101,3,ferés,ferés,101,Vfin,Vfin,C/V\.'C/V\,faire
744,101,4,comme,comme,101,Sub,Sub,'C/V\.C/(e)\,comme
745,101,5,droit,droit,101,Adj,Adj,C/V\,droit
746,101,6,roy,roy,101,N,N,C/V\,roi
747,101,7,regner,regner,101,Vinf,Vinf,C/V\.'C/V\,régner
748,102,1,se,se,102,Sub,Sub,C/(e)\,si
749,102,2,il,il,102,Prn,Prn$,/V\,il
750,102,3,vous,vous,102,Prn,Prn$$,C/V\,vous
751,102,4,plait,plait,102,Vfin,Vfin,C/V\,plaire
752,102,5,vostre,vostre,102,Det,Det,'C/V\.C/(e)\,votre
753,102,6,amour,amour,102,N,N,/V\.'C/V\,amour
754,102,7,moy,moy,102,Prn,Prn$$,C/V\,moi
755,102,8,donner,donner,102,Vinf,Vinf,C/V\.'C/V\,donner
756,102,9,",",",",102,Pnc,Pnc,,","
757,103,1,or,or,103,Adv,Adv,/V\,or
758,103,2,en,en,103,Prn,Prn$$,/V\,en
759,103,3,vueillés,vueillés,103,Vfin,Vfin,C/V\.'C/V\,vouloir
760,103,4,en,en,103,Pre,Pre,/V\,en
761,103,5,tous,tous,103,QIs,QIs,C/V\,tout
762,103,6,cas,cas,103,N,N,C/V\,cas
763,103,7,ordonner,ordonner,103,Vinf,Vinf,/V\.C/V\.'C/V\,ordonner
764,104,1,a,a,104,Pre,Pre,/V\,à
765,104,2,vo,vo,104,Det,Det,C/V\,votre
766,104,3,bon,bon,104,Adj,Adj,C/V\,bon
767,104,4,vueil,vueil,104,N,N,C/V\,veuil
768,104,5,;,;,104,Pnc,Pnc,,;
769,105,1,mais,mais,105,Crd,Crd,C/V\,mais
770,105,2,garison,garison,105,N,N,C/V\.C/V\.'C/V\,guérison
771,105,3,du,du,105,Pre+Det,Pre+Det,C/V\,de.le
772,105,4,mal,mal,105,N,N,C/V\,mal
773,105,5,dont,dont,105,Qux,Qux,C/V\,dont
774,105,6,je,je,105,Prn,Prn$,C/(e)\,je
775,105,7,me,me,105,Prn,Prn$$,C/(e)\,me
776,105,8,deuil,deuil,105,Vfin,Vfin,C/V\,douloir
777,106,1,me,me,106,Prn,Prn$$,C/(e)\,me
778,106,2,promettent,promettent,106,Vfin,Vfin,C/V\.'C/V\.C/e\,promettre
779,106,3,vo,vo,106,Det,Det,C/V\,votre
780,106,4,doulx,doulx,106,Adj,Adj,C/V\,doux
781,106,5,vair,vair,106,Adj,Adj,C/V\,vair
782,106,6,riant,riant,106,Vprs,Vprs,C/V\.'C/V\,rire
783,106,7,oeil,oeil,106,N,N,/V\,oeil
784,107,1,qui,qui,107,Qux,Qux,C/V\,qui
785,107,2,en,en,107,Pre,Pre,/V\,en
786,107,3,joye,joye,107,N,N,'C/V\./(e)\,joie
787,107,4,font,font,107,Vfin,Vfin,C/V\,faire
788,107,5,remuer,remuer,107,Vinf,Vinf,C/V\.C/V\.'C/V\,remuer
789,107,6,mon,mon,107,Det,Det,C/V\,mon
790,107,7,dueil,dueil,107,N,N,C/V\,deuil
791,108,1,souventes,souventes,108,Adj,Adj,C/V\.'C/V\.C/e\,souvent
792,108,2,fois,fois,108,N,N,C/V\,fois
793,108,3,;,;,108,Pnc,Pnc,,;
794,109,1,car,car,109,Crd,Crd,C/V\,car
795,109,2,leurs,leurs,109,Det,Det,C/V\,leur
796,109,3,regars,regars,109,N,N,C/V\.'C/V\,regard
797,109,4,doulx,doulx,109,Adj,Adj,C/V\,doux
798,109,5,",",",",109,Pnc,Pnc,,","
799,109,6,amoureux,amoureux,109,Adj,Adj,/V\.C/V\.'C/V\,amoureux
800,109,7,et,et,109,Crd,Crd,/V\,et
801,109,8,coys,coys,109,Adj,Adj,C/V\,coi
802,110,1,me,me,110,Prn,Prn$$,C/(e)\,me
803,110,2,garissent,garissent,110,Vfin,Vfin,C/V\.'C/V\.C/e\,guérir
804,110,3,et,et,110,Crd,Crd,/V\,et
805,110,4,blecent,blecent,110,Vfin,Vfin,'C/V\.C/e\,blesser
806,110,5,a,a,110,Pre,Pre,/V\,à
807,110,6,la,la,110,Det,Det,C/V\,le
808,110,7,fois,fois,110,N,N,C/V\,fois
809,110,8,",",",",110,Pnc,Pnc,,","
810,111,1,si,si,111,Adv,Adv,C/V\,si
811,111,2,que,que,111,Sub,Sub,C/(e)\,que
812,111,3,ne,ne,111,Neg,Neg$$,C/(e)\,ne
813,111,4,sçay,sçay,111,Vfin,Vfin,C/V\,savoir
814,111,5,souvent,souvent,111,Adv,Adv,C/V\.'C/V\,souvent
815,111,6,ce,ce,111,Prn,Prn,C/(e)\,ce
816,111,7,que,que,111,Qux,Qux,C/(e)\,que
817,111,8,je,je,111,Prn,Prn$,C/(e)\,je
818,111,9,fois,fois,111,Vfin,Vfin,C/V\,faire
819,111,10,.,.,111,Pnc,Pnc,,.
820,111,11,"""","""",111,Pnc,Pnc,,""""
821,112,1,par,par,112,Pre,Pre,C/V\,par
822,112,2,tel,tel,112,Adj,Adj,C/V\,tel
823,112,3,semblant,semblant,112,N,N,C/V\.'C/V\,semblant
824,113,1,se,se,113,Prn,Prn$$,C/(e)\,se
825,113,2,complaignoit,complaignoit,113,Vfin,Vfin,C/V\.C/V\.'C/V\,complaindre
826,113,3,cil,cil,113,Dem,Dem,C/V\,cil
827,113,4,qui,qui,113,Qux,Qux,C/V\,qui
828,113,5,le,le,113,Det,Det,C/(e)\,le
829,113,6,cuer,cuer,113,N,N,C/V\,coeur
830,113,7,emblant,emblant,113,Vprs,Vprs,/V\.'C/V\,embler
831,114,1,a,a,114,Pre,Pre,/V\,à
832,114,2,celle,celle,114,Dem,Dem,'C/V\.C/(e)\,cil
833,114,3,aloit,aloit,114,Vfin,Vfin,/V\.'C/V\,aller
834,114,4,par,par,114,Pre,Pre,C/V\,par
835,114,5,beaulx,beaulx,114,Adj,Adj,C/V\,beau
836,114,6,mos,mos,114,N,N,C/V\,mot
837,114,7,assemblant,assemblant,114,Vprs,Vprs,/V\.C/V\.'C/V\,assembler
838,114,8,",",",",114,Pnc,Pnc,,","
839,115,1,et,et,115,Crd,Crd,/V\,et
840,115,2,tout,tout,115,QIs,QIs,C/V\,tout
841,115,3,estoit,estoit,115,Vfin,Vfin,/V\.'C/V\,être
842,115,4,devant,devant,115,PrA,PrA,C/V\.'C/V\,devant
843,115,5,elle,elle,115,Prn,Prn,'/V\.C/(e)\,elle
844,115,6,tremblant,tremblant,115,Vprs,Vprs,C/V\.'C/V\,trembler
845,115,7,",",",",115,Pnc,Pnc,,","
846,116,1,ou,ou,116,Crd,Crd,/V\,ou
847,116,2,sembloit,sembloit,116,Vfin,Vfin,C/V\.'C/V\,sembler
848,116,3,estre,estre,116,Vinf,Vinf,'/V\.C/(e)\,être
849,116,4,.,.,116,Pnc,Pnc,,.
850,117,1,adont,adont,117,Adv,Adv,/V\.'C/V\,adonc
851,117,2,celle,celle,117,Dem,Dem,'C/V\.C/(e)\,cil
852,117,3,qui,qui,117,Qux,Qux,C/V\,qui
853,117,4,seult,seult,117,Vfin,Vfin,C/V\,souloir
854,117,5,estre,estre,117,Vinf,Vinf,'/V\.C/(e)\,être
855,117,6,senestre,senestre,117,Adj,Adj,C/V\.'C/V\.C/(e)\,senestre
856,118,1,a,a,118,Pre,Pre,/V\,à
857,118,2,son,son,118,Det,Det,C/V\,son
858,118,3,vouloir,vouloir,118,N,N,C/V\.'C/V\,vouloir
859,118,4,",",",",118,Pnc,Pnc,,","
860,118,5,par,par,118,Pre,Pre,C/V\,par
861,118,6,reffus,reffus,118,N,N,C/V\.'C/V\,refus
862,118,7,qui,qui,118,Qux,Qux,C/V\,qui
863,118,8,empestre,empestre,118,Vfin,Vfin,/V\.'C/V\.C/(e)\,empêtrer
864,119,1,aux,aux,119,Pre+Det,Pre+Det,/V\,à.le
865,119,2,vrays,vrays,119,Adj,Adj,C/V\,vrai
866,119,3,amans,amans,119,Vprs,Vprs,/V\.'C/V\,aimer
867,119,4,toute,toute,119,QIs,QIs,'C/V\.C/(e)\,tout
868,119,5,joye,joye,119,N,N,'C/V\./(e)\,joie
869,119,6,terrestre,terrestre,119,Adj,Adj,C/V\.'C/V\.C/(e)\,terrestre
870,119,7,",",",",119,Pnc,Pnc,,","
871,120,1,lui,lui,120,Prn,Prn$$,C/V\,lui
872,120,2,dist,dist,120,Vfin,Vfin,C/V\,dire
873,120,3,",",",",120,Pnc,Pnc,,","
