"wd_id","line_id","linewd","lex_id","tag","line_id","TT lemma"
569,79,7,"la","DET:def",79,"le_S"
570,79,8,"femme","NOM",79,"feme_+CI"
571,79,9,"perdus","VER",79,"perdre_+M"
572,79,10,",","PON",79,","
573,80,1,"fust","VER",80,"estre1|fuster_+I|+M"
574,80,2,"rapellez","VER",80,"rapeler_*+I"
575,80,3,"a","PRE",80,"a_S"
576,80,4,"la","DET:def",80,"le_S"
577,80,5,"joie","NOM",80,"joie|joïe1|joïe2_+IT|+Td|+Td"
578,80,6,"celeste","ADJ",80,"celeste_+IT"
579,80,7,"lassus","ADV",80,"là_+T"
580,80,8,".","PON",80,"."
581,81,1,"or","ADV",81,"or4|or_+IT|CI"
582,81,2,"resjoiissons","VER",81,"<unknown>"
583,81,3,"nos","PRO:pers",81,"nos1_S"
584,81,4,",","PON",81,","
585,81,5,"les","DET:def",81,"le_S"
586,81,6,"chors","NOM",81,"<unknown>"
587,81,7,"des","PREDET:de",81,"de+le_S"
588,81,8,"angele","NOM",81,"angele_+IT"
589,81,9,",","PON",81,","
590,82,1,"car","CON:coord",82,"car_S"
591,82,2,"le","DET:def",82,"le_S"
592,82,3,"salut","NOM",82,"salu_+CT"
593,82,4,"eterneil","VER",82,"<unknown>"
594,82,5,"est","VER",82,"ester|estre1_+M|+I"
595,82,6,"apparuit","VER",82,"paroir_+M"
596,82,7,"az","PREDET:a",82,"a+le_S"
597,82,8,"creature","NOM",82,"crïature_+Td"
598,82,9,"humaine","ADJ",82,"umain_+Z"
599,82,10,".","PON",82,"."
600,83,1,"ceirtainement","ADV",83,"<unknown>"
601,83,2,"unc","ADV",83,"onque_+I"
602,83,3,"enfan","NOM",83,"<nolem>"
603,83,4,"nos","PRO:pers",83,"nos1_S"
604,83,5,"est","VER",83,"ester|estre1_+M|+I"
605,83,6,"neiz","VER",83,"naistre_+M"
606,83,7,",","PON",83,","
607,84,1,"unc","ADV",84,"onque_+I"
608,84,2,"fils","NOM",84,"fil1|fil2|fils1|fils2_+T|+T|+T|+T"
609,84,3,"nos","PRO:pers",84,"nos1_S"
610,84,4,"est","VER",84,"ester|estre1_+M|+I"
611,84,5,"donneiz","VER",84,"doner_*+Z"
612,85,1,"et","CON:coord",85,"et_S"
613,85,2,"est","VER",85,"ester|estre1_+M|+I"
614,85,3,"appellez","VER",85,"apeler_*+CM"
615,85,4,"dieu","VER",85,"<unknown>"
616,85,5,"fors","ADJ",85,"fors_Z"
617,85,6,"et","CON:coord",85,"et_S"
618,85,7,"puissans","ADJ",85,"poissant_*+IT"
619,85,8,".","PON",85,"."
620,86,1,"or","ADV",86,"or4|or_+IT|CI"
621,86,2,"allons","VER",86,"aler_+M"
622,86,3,"et","CON:coord",86,"et_S"
623,86,4,"le","PRO:pers",86,"il_S"
624,86,5,"aorons","VER",86,"<nolem>"
625,86,6,".","PON",86,"."
626,87,1,"treschire","VER",87,"<unknown>"
627,87,2,"freires","NOM",87,"frere_*+Z"
628,87,3,",","PON",87,","
629,87,4,"aueis","VER",87,"avoir_*+M"
630,87,5,"vus","PRO:pers",87,"vos1_S"
631,87,6,"l","DET:def",87,"le_S"
632,87,7,"angele","NOM",87,"angele_+IT"
633,87,8,"oyt","VER",87,"oir|ouir_M|M"
634,87,9,",","PON",87,","
635,88,1,"qui","PROCON",88,"qui_S"
636,88,2,"maintenant","ADV",88,"maintenant_+IT"
637,88,3,"at","VER",88,"avoir|estre_+IM|M"
638,88,4,"nos","DET:poss",88,"nostre_S"
639,88,5,"cuer","NOM",88,"cuer1|cuer2_+T|+IT"
640,88,6,"resjoiiét","VER",88,"<unknown>"
641,88,7,"?","PON",88,"?"
642,89,1,"allons","VER",89,"aler_+M"
643,89,2,"jusque","ADV",89,"jusque_I"
644,89,3,"en","PRE",89,"en1_+S"
645,89,4,"bethleem","NPR",89,"bethleem_Z"
646,89,5,",","PON",89,","
647,90,1,"si","DET:poss",90,"son4_S"
648,90,2,"sarons","VER",90,"savoir_+M"
649,90,3,"la","DET:def",90,"le_S"
650,90,4,"chose","NOM",90,"chose_+CIT"
651,90,5,"ceirtaine","VER",90,"<unknown>"
652,90,6,",","PON",90,","
653,91,1,"qui","PROCON",91,"qui_S"
654,91,2,"des","PREDET:de",91,"de+le_S"
655,91,3,"angele","NOM",91,"angele_+IT"
656,91,4,"dit","VER",91,"dire_+CMI"
657,91,5,"nos","PRO:pers",91,"nos1_S"
658,91,6,"ont","VER",91,"avoir|devoir_+CIM|+M"
659,91,7,"esteit","VER",91,"ester|estre_+M|MI"
660,92,1,"et","CON:coord",92,"et_S"
661,92,2,"che","PRO:invar",92,"ce1_S"
662,92,3,"que","PROCON",92,"que3_S"
663,92,4,"nostre","DET:poss",92,"nostre_S"
664,92,5,"signeur","NOM",92,"seignor_+C"
665,92,6,"nos","PRO:pers",92,"nos1_S"
666,92,7,"at","VER",92,"avoir|estre_+IM|M"
667,92,8,"fait","VER",92,"faire|farre_+CMI|M"
668,92,9,"et","CON:coord",92,"et_S"
669,92,10,"mostreit","VER",92,"mostrer_*+IT"
670,92,11,".","PON",92,"."
671,93,1,"volentire","NOM",93,"<unknown>"
672,93,2,"et","CON:coord",93,"et_S"
673,93,3,"legirement","ADV",93,"<nolem>"
674,93,4,"yraie","VER",93,"<unknown>"
675,94,1,"por","PRE",94,"por2_+S"
676,94,2,"cognoistre","VER",94,"conoistre_+Z"
677,94,3,"les","DET:def",94,"le_S"
678,94,4,"parole","NOM",94,"parole_+IT"
679,94,5,"qui","PROCON",94,"qui_S"
680,94,6,"sont","VER",94,"estre1|estre_+I|CMI"
681,94,7,"dit","VER",94,"dire_+CMI"
682,94,8,"des","PREDET:de",94,"de+le_S"
683,94,9,"angele","NOM",94,"angele_+IT"
684,94,10,";","PON",94,";"
685,95,1,"mains","ADV",95,"moins_I"
686,95,2,"aueuc","PRE",95,"avuec_S"
687,95,3,"moy","PRO:pers",95,"je_S"
688,95,4,"ma","DET:poss",95,"mon1_S"
689,95,5,"flaiot","NOM",95,"<nolem>"
690,95,6,"aporteraie","VER",95,"<unknown>"
691,95,7,",","PON",95,","
692,96,1,"de","PRE",96,"de_+S"
693,96,2,"la","DET:def",96,"le_S"
694,96,3,"queil","ADJ",96,"quel_C"
695,96,4,"je","PRO:pers",96,"je_S"
696,96,5,"moy","PRO:pers",96,"je_S"
697,96,6,"joweraie","VER",96,"<unknown>"
698,96,7,",","PON",96,","
699,97,1,"por","PRE",97,"por2_+S"
700,97,2,"consoleir","VER",97,"<unknown>"
701,97,3,"li","DET:def",97,"le_S"
702,97,4,"pitit","ADJ",97,"<nolem>"
703,97,5,"enfan","NOM",97,"<nolem>"
704,97,6,",","PON",97,","
705,98,1,"qui","PROCON",98,"qui_S"
706,98,2,"est","VER",98,"ester|estre1_+M|+I"
707,98,3,"dieu","NOM",98,"dieu_+CIT"
708,98,4,"et","CON:coord",98,"et_S"
709,98,5,"signeur","NOM",98,"seignor_+C"
710,98,6,"de","PRE",98,"de_+S"
711,98,7,"tout","DET:ind",98,"tot_S"
712,98,8,"le","DET:def",98,"le_S"
713,98,9,"monde","NOM",98,"monde1|monde_+IT|CI"
714,98,10,".","PON",98,"."
715,99,1,"et","CON:coord",99,"et_S"
716,99,2,"vous","PRO:pers",99,"vos1_S"
717,99,3,",","PON",99,","
718,99,4,"ma","DET:poss",99,"mon1_S"
719,99,5,"douche","ADJ",99,"douz_+Z"
720,99,6,"amye","NOM",99,"ami|mie2_*+IT|+T"
721,99,7,"eylison","NOM",99,"<unknown>"
722,99,8,",","PON",99,","
723,100,1,"il","PRO:pers",100,"il_S"
724,100,2,"vous","PRO:pers",100,"vos1_S"
725,100,3,"fault","VER",100,"falir_+M"
726,100,4,"adoreir","VER",100,"<unknown>"
727,100,5,"cel","DET:demo",100,"cel_S"
728,100,6,"enfanchon","NOM",100,"<nolem>"
729,101,1,"aweucque","VER",101,"<unknown>"
730,101,2,"vostre","DET:poss",101,"vostre_S"
731,101,3,"compaingne","NOM",101,"compagne2_+I"
732,101,4,"mahai","VER",101,"<unknown>"
733,101,5,",","PON",101,","
734,102,1,"qui","PROCON",102,"qui_S"
735,102,2,"enporterat","VER",102,"<unknown>"
736,102,3,"une","DET:ndf",102,"un_S"
737,102,4,"angneax","NOM",102,"<unknown>"
738,102,5,";","PON",102,";"
739,103,1,"et","CON:coord",103,"et_S"
740,103,2,"troffeit","VER",103,"<unknown>"
741,103,3,",","PON",103,","
742,103,4,"mon","DET:poss",103,"mon1_S"
743,103,5,"frere","NOM",103,"frere_+CIT"
744,103,6,",","PON",103,","
745,103,7,"vous","PRO:pers",103,"vos1_S"
746,103,8,"mande","VER",103,"mander_+IIdM"
747,104,1,"que","PROCON",104,"que3_S"
748,104,2,"enporteis","VER",104,"<unknown>"
749,104,3,"chaschune","VER",104,"<unknown>"
750,104,4,"une","DET:ndf",104,"un_S"
751,104,5,"lampe","NOM",104,"lampe_+IT"
752,104,6,".","PON",104,"."
753,105,1,"et","CON:coord",105,"et_S"
754,105,2,"a","PRE",105,"a_S"
755,105,3,"bien","ADV",105,"bien1|bien2|bien_+IT|C|I"
756,105,4,"!","PON",105,"!"
757,105,5,"tredoux","GDF",105,"tresdos_G"
758,105,6,"frere","NOM",105,"frere_+CIT"
759,105,7,"!","PON",105,"!"
760,106,1,"que","PROCON",106,"que3_S"
761,106,2,"dieu","VER",106,"<unknown>"
762,106,3,"vous","PRO:pers",106,"vos1_S"
763,106,4,"met","VER",106,"metre|mettre_IM|M"
764,106,5,"huy","ADV",106,"ui_*+IT"
765,106,6,"en","PRE",106,"en1_+S"
766,106,7,"bone","ADJ",106,"bon_+CI"
767,106,8,"heel","NOM",106,"heel_+T"
768,106,9,"!","PON",106,"!"
769,107,1,"vechy","VER",107,"<unknown>"
770,107,2,"des","PREDET:de",107,"de+le_S"
771,107,3,"nois","NOM",107,"noif|noiz_+IT|+T"
772,107,4,"et","CON:coord",107,"et_S"
773,107,5,"pumes","NOM",107,"<unknown>"
774,107,6,"en","PRE",107,"en1_+S"
775,107,7,"nostre","DET:poss",107,"nostre_S"
776,107,8,"panthier","NOM",107,"<unknown>"
777,107,9,",","PON",107,","
778,108,1,"qui","PROCON",108,"qui_S"
779,108,2,"nous","PRO:pers",108,"nos1_S"
780,108,3,"demorat","VER",108,"demorer_+M"
781,108,4,"hier","ADV",108,"ier_+IT"
782,108,5,"a","PRE",108,"a_S"
783,108,6,"soppeir","VER",108,"<unknown>"
784,109,1,"et","CON:coord",109,"et_S"
785,109,2,"se","PRO:pers",109,"soi1_S"
786,109,3,"vous","PRO:pers",109,"vos1_S"
787,109,4,"auiés","VER",109,"<unknown>"
788,109,5,"ung","DET:ndf",109,"un_S"
789,109,6,"seul","ADJ",109,"sol1|sol_+IT|I"
790,109,7,"flaiotteax","NOM",109,"<unknown>"
791,109,8,",","PON",109,","
792,110,1,"vous","PRO:pers",110,"vos1_S"
793,110,2,"seriés","VER",110,"estre_M"
794,110,3,"ung","DET:ndf",110,"un_S"
795,110,4,"tres","ADV",110,"tres|très_I|IIdTd"
796,110,5,"gentils","ADJ",110,"gentil_*+IT"
797,110,6,"pasturiax","NOM",110,"<unknown>"
798,110,7,".","PON",110,"."
799,111,1,"et","CON:coord",111,"et_S"
800,111,2,"de","PRE",111,"de_+S"
801,111,3,"par","PRE",111,"par_S"
802,111,4,"dieu","NOM",111,"dieu_+CIT"
803,111,5,"j","PRO:pers",111,"je_S"
804,111,6,"en","PRO:clit",111,"en2_S"
805,111,7,"aie","VER",111,"aidier|avoir_+MIdMd|+CMIMd"
806,111,8,"ung","DET:ndf",111,"un_S"
807,112,1,"or","NOM",112,"or1|or2|or3|ëur_+IT|+T|+T|+T"
808,112,2,"sus","ADV",112,"sus_I"
809,112,3,",","PON",112,","
810,112,4,"damme","NOM",112,"dame_+C"
811,112,5,"mahay","VER",112,"<unknown>"
812,112,6,",","PON",112,","
813,113,1,"prendeis","VER",113,"prendre_+Z"
814,113,2,"ung","DET:ndf",113,"un_S"
815,113,3,"aingneal","NOM",113,"<unknown>"
816,113,4,"gras","ADJ",113,"cras_+IT"
817,113,5,";","PON",113,";"
818,114,1,"nos","PRO:pers",114,"nos1_S"
819,114,2,"laisorons","VER",114,"<unknown>"
820,114,3,"chi","ADV",114,"ci_+Z"
821,114,4,"nos","DET:poss",114,"nostre_S"
822,114,5,"brebis","NOM",114,"brebiz_+Z"
823,114,6,",","PON",114,","
824,115,1,"en","PRE",115,"en1_+S"
825,115,2,"la","DET:def",115,"le_S"
826,115,3,"garde","NOM",115,"garde|gardé_+CIT|C"
827,115,4,"de","PRE",115,"de_+S"
828,115,5,"l","DET:def",115,"le_S"
829,115,6,"enfant","NOM",115,"enfant_+CIT"
830,115,7,"petis","ADJ",115,"petit_*+CI"
831,115,8,".","PON",115,"."
832,116,1,"et","CON:coord",116,"et_S"
833,116,2,"abien","NPR",116,"<unknown>"
834,116,3,"!","PON",116,"!"
835,116,4,"tresdouche","VER",116,"<unknown>"
836,116,5,"compaingne","NOM",116,"compagne2_+I"
837,116,6,"!","PON",116,"!"
838,117,1,"allons","VER",117,"aler_+M"
839,117,2,"y","PRO:clit",117,"i2_S"
840,117,3,",","PON",117,","
841,117,4,"nos","DET:poss",117,"nostre_S"
842,117,5,"deux","NOM",117,"<nolem>"
843,117,6,"ensemble","ADV",117,"ensemble_CIT"
844,117,7,";","PON",117,";"
845,118,1,"nos","PRO:pers",118,"nos1_S"
846,118,2,"laisserons","VER",118,"<nolem>"
847,118,3,"trotteir","VER",118,"<unknown>"
848,118,4,"douant","VER",118,"<unknown>"
849,119,1,"les","PRO:pers",119,"il_S"
850,119,2,"jollis","VER",119,"<unknown>"
851,119,3,"pasteur","NOM",119,"pastor_*+T"
852,119,4,"de","PRE",119,"de_+S"
853,119,5,"renon","NOM",119,"reignon|renom_+T|+IT"
854,119,6,".","PON",119,"."
855,120,1,"nos","PRO:pers",120,"nos1_S"
856,120,2,"en","PRO:clit",120,"en2_S"
857,120,3,"yrons","VER",120,"aler_*+CIM"
858,120,4,"aprés","PRE",120,"après_S"
859,120,5,"le","DET:def",120,"le_S"
860,120,6,"pitit","ADJ",120,"<nolem>"
861,120,7,"pas","NOM",120,"pas|past2_+IT|+T"
862,120,8,",","PON",120,","
863,121,1,"festoiir","VER",121,"<unknown>"
864,121,2,"et","CON:coord",121,"et_S"
865,121,3,"conjoiir","VER",121,"<unknown>"
866,121,4,"la","DET:def",121,"le_S"
867,121,5,"mere","NOM",121,"mere_+CIT"
868,121,6,"et","CON:coord",121,"et_S"
869,121,7,"l","DET:def",121,"le_S"
870,121,8,"enfant","NOM",121,"enfant_+CIT"
871,121,9,".","PON",121,"."
872,122,1,"sachiés","VER",122,"savoir_+M"
873,122,2,",","PON",122,","
874,122,3,"noble","ADJ",122,"noble1|noble_+IT|CI"
875,122,4,"damme","NOM",122,"dame_+C"
876,122,5,",","PON",122,","
877,123,1,"et","CON:coord",123,"et_S"
878,123,2,"vos","PRO:pers",123,"vos1_S"
879,123,3,",","PON",123,","
880,123,4,"norisseur","NOM",123,"<unknown>"
881,123,5,"del","PREDET:de",123,"de+le_S"
882,123,6,"enfan","NOM",123,"<nolem>"
883,123,7,",","PON",123,","
884,124,1,"que","PROCON",124,"que3_S"
885,124,2,"les","DET:def",124,"le_S"
886,124,3,"angle","NOM",124,"angele|angle|angle_+IT|+G|+GIT"
887,124,4,"de","PRE",124,"de_+S"
888,124,5,"ciel","NOM",124,"ciel_+IT"
889,125,1,"nos","PRO:pers",125,"nos1_S"
890,125,2,"ont","VER",125,"avoir|devoir_+CIM|+M"
891,125,3,"anonchié","VER",125,"<unknown>"
892,125,4,",","PON",125,","
893,126,1,"qui","PROCON",126,"qui_S"
894,126,2,"le","DET:def",126,"le_S"
895,126,3,"vraie","ADJ",126,"verai_*+C"
896,126,4,"fils","NOM",126,"fil1|fil2|fils1|fils2_+T|+T|+T|+T"
897,126,5,"de","PRE",126,"de_+S"
898,126,6,"dieu","NOM",126,"dieu_+CIT"
899,127,1,"soy","PRO:pers",127,"soi1_S"
900,127,2,"est","VER",127,"ester|estre1_+M|+I"
901,127,3,"apparuit","VER",127,"paroir_+M"
902,127,4,"en","PRE",127,"en1_+S"
903,127,5,"char","NOM",127,"char1|char2_+IT|+IT"
904,127,6,"humaine","ADJ",127,"umain_+Z"
905,127,7,"!","PON",127,"!"
906,128,1,"c","PRO:invar",128,"ce1_S"
907,128,2,"est","VER",128,"ester|estre1_+M|+I"
908,128,3,"le","DET:def",128,"le_S"
909,128,4,"salueur","NOM",128,"<nolem>"
910,128,5,"de","PRE",128,"de_+S"
911,128,6,"tout","DET:ind",128,"tot_S"
912,128,7,"le","DET:def",128,"le_S"
913,128,8,"monde","NOM",128,"monde1|monde_+IT|CI"
914,129,1,"et","CON:coord",129,"et_S"
915,129,2,",","PON",129,","
916,129,3,"par","PRE",129,"par_S"
917,129,4,"sa","DET:poss",129,"son4_S"
918,129,5,"grande","ADJ",129,"grant_+IT"
919,129,6,"misericorde","NOM",129,"misericorde_+IT"
920,129,7,",","PON",129,","
921,130,1,"nos","PRO:pers",130,"nos1_S"
922,130,2,"en","PRO:clit",130,"en2_S"
923,130,3,"serons","VER",130,"estre1|estre_+I|CIM"
924,130,4,"tous","PRO:ind",130,"tot_S"
925,130,5,"salueiz","VER",130,"<nolem>"
926,130,6,";","PON",130,";"
927,131,1,"et","CON:coord",131,"et_S"
928,131,2,"some","NOM",131,"som2|some1|some2|some3|some4_+T|+IT|+T|+IT|+T"
929,131,3,"chi","ADV",131,"ci_+Z"
930,131,4,"venus","VER",131,"venir_*+I"
931,131,5,"por","PRE",131,"por2_+S"
932,131,6,"le","PRO:pers",131,"il_S"
933,131,7,"adoreir","VER",131,"<unknown>"
934,131,8,".","PON",131,"."
935,132,1,"entre","PRE",132,"entre2_+S"
936,132,2,"vos","PRO:pers",132,"vos1_S"
937,132,3,",","PON",132,","
938,132,4,"pastore","NOM",132,"pastore_+T"
939,132,5,"et","CON:coord",132,"et_S"
940,132,6,"bergier","NOM",132,"bergier_+T"
941,132,7,",","PON",132,","
942,133,1,"nos","PRO:pers",133,"nos1_S"
943,133,2,"vos","PRO:pers",133,"vos1_S"
944,133,3,"prions","VER",133,"priier_+Z"
945,133,4,"que","PROCON",133,"que3_S"
946,133,5,"nos","PRO:pers",133,"nos1_S"
947,133,6,"diseis","VER",133,"<unknown>"
948,133,7,",","PON",133,","
949,134,1,"queil","ADJ",134,"quel_C"
950,134,2,"chose","NOM",134,"chose_+CIT"
951,134,3,"meruelleuse","ADJ",134,"<unknown>"
952,134,4,"veyut","VER",134,"voir_M"
953,134,5,"aueis","VER",134,"avoir_*+M"
954,135,1,"par","PRE",135,"par_S"
955,135,2,"coy","PRO:invar",135,"coi2_S"
956,135,3,"si","DET:poss",135,"son4_S"
957,135,4,"grant","ADJ",135,"grant_+CIT"
958,135,5,"ioie","NOM",135,"joie|joïe1|joïe2_*+IT|+Td|+Td"
959,135,6,"demynés","VER",135,"<unknown>"
960,135,7,",","PON",135,","
961,136,1,"et","CON:coord",136,"et_S"
962,136,2,"qui","PROCON",136,"qui_S"
963,136,3,"est","VER",136,"ester|estre1_+M|+I"
964,136,4,"cils","PRO:demo",136,"cel_S"
965,136,5,"qui","PROCON",136,"qui_S"
966,136,6,"soy","PRO:pers",136,"soi1_S"
967,136,7,"est","VER",136,"ester|estre1_+M|+I"
968,136,8,"apparuit","VER",136,"paroir_+M"
969,136,9,".","PON",136,"."
970,137,1,"or","ADV",137,"or4|or_+IT|CI"
971,137,2,"escouteis","VER",137,"<unknown>"
972,137,3,",","PON",137,","
973,137,4,"tresbone","VER",137,"<unknown>"
974,137,5,"gens","NOM",137,"gent1|giens_+I|+T"
975,137,6,"!","PON",137,"!"
976,138,1,"nos","PRO:pers",138,"nos1_S"
977,138,2,"uos","PRO:pers",138,"vos1_S"
978,138,3,"disons","VER",138,"dire_+M"
979,138,4,"chose","NOM",138,"chose_+CIT"
980,138,5,"mult","ADV",138,"mout_I"
981,138,6,"certaine","ADJ",138,"certain_+C"
982,138,7,":","PON",138,":"
983,139,1,"nos","PRO:pers",139,"nos1_S"
984,139,2,"auons","VER",139,"avoir_+C"
985,139,3,"veyut","VER",139,"voir_M"
986,139,4,"le","DET:def",139,"le_S"
987,139,5,"salueur","NOM",139,"<nolem>"
988,139,6,"de","PRE",139,"de_+S"
989,139,7,"monde","NOM",139,"monde1|monde_+IT|CI"
990,139,8,"neis","ADV",139,"nois|nëis_+Td|Id"
991,139,9,",","PON",139,","
992,140,1,"gysant","VER",140,"<unknown>"
993,140,2,"en","PRE",140,"en1_+S"
994,140,3,"la","DET:def",140,"le_S"
995,140,4,"creppe","NOM",140,"<unknown>"
996,140,5,",","PON",140,","
997,140,6,"mult","ADV",140,"mout_I"
998,140,7,"pitieusement","NOM",140,"<unknown>"
999,140,8,"ploreir","VER",140,"pleurer_M"
1000,140,9,";","PON",140,";"
1001,141,1,"par","PRE",141,"par_S"
1002,141,2,"sa","DET:poss",141,"son4_S"
1003,141,3,"grande","ADJ",141,"grant_+IT"
1004,141,4,"misericorde","NOM",141,"misericorde_+IT"
1005,141,5,",","PON",141,","
1006,141,6,"nos","PRO:pers",141,"nos1_S"
1007,141,7,"serons","VER",141,"estre1|estre_+I|CIM"
1008,141,8,"tous","PRO:ind",141,"tot_S"
1009,141,9,"saluez","VER",141,"salüer_+IId"
1010,141,10,".","PON",141,"."
1011,142,1,"entre","PRE",142,"entre2_+S"
1012,142,2,"nos","PRO:pers",142,"nos1_S"
1013,142,3,",","PON",142,","
1014,142,4,"pasteurs","NOM",142,"pastor_*+T"
1015,142,5,"et","CON:coord",142,"et_S"
1016,142,6,"bergier","NOM",142,"bergier_+T"
1017,142,7,",","PON",142,","
1018,143,1,"veyus","NOM",143,"<unknown>"
1019,143,2,"auons","VER",143,"avoir_+C"
1020,143,3,"cils","DET:demo",143,"cel_S"
1021,143,4,"enfanchon","NOM",143,"<nolem>"
1022,143,5,";","PON",143,";"
1023,144,1,"de","PRE",144,"de_+S"
1024,144,2,"fain","NOM",144,"faim|fein_+I|+IT"
1025,144,3,"auoir","VER",144,"avoir_*+MIT"
1026,144,4,"poure","ADJ",144,"povre_*+T"
1027,144,5,"lysson","NOM",144,"<unknown>"
1028,144,6,";","PON",144,";"
1029,145,1,"c","PRO:invar",145,"ce1_S"
1030,145,2,"estoit","VER",145,"ester|estre1_+IM|+I"
1031,145,3,"por","PRE",145,"por2_+S"
1032,145,4,"son","DET:poss",145,"son4_S"
1033,145,5,"humilité","NOM",145,"umelité_+I"
1034,146,1,"o","VER",146,"<unknown>"
1035,146,2,"mon","DET:poss",146,"mon1_S"
1036,146,3,"signeur","NOM",146,"seignor_+C"
1037,146,4,"roy","NOM",146,"roi_C"
1038,146,5,",","PON",146,","
1039,146,6,"dont","PRO:invar",146,"dont_S"
1040,146,7,"veneis","VER",146,"venir_*+Z"
1041,147,1,"et","CON:coord",147,"et_S"
1042,147,2,"queil","ADJ",147,"quel_C"
1043,147,3,"est","VER",147,"ester|estre1_+M|+I"
1044,147,4,"vostre","DET:poss",147,"vostre_S"
1045,147,5,"terre","NOM",147,"terre_+CIT"
1046,147,6,"et","CON:coord",147,"et_S"
1047,147,7,"contree","NOM",147,"contree_+IT"
1048,147,8,"?","PON",147,"?"
1049,148,1,"qui","PROCON",148,"qui_S"
1050,148,2,"vos","PRO:pers",148,"vos1_S"
1051,148,3,"at","VER",148,"avoir|estre_+IM|M"
1052,148,4,"droit","ADJ",148,"dreste|droit2|droit_+T|C|IT"
1053,148,5,"chi","ADV",148,"ci_+Z"
1054,148,6,"amyneis","VER",148,"<unknown>"
1055,148,7,"?","PON",148,"?"
1056,149,1,"diseis","VER",149,"<unknown>"
1057,149,2,"le","PRO:pers",149,"il_S"
1058,149,3,"nos","PRO:pers",149,"nos1_S"
1059,149,4,",","PON",149,","
1060,149,5,"sens","PRE",149,"sans_+S"
1061,149,6,"demoree","NOM",149,"demoree_+IT"
1062,149,7,".","PON",149,"."
1063,150,1,"je","PRO:pers",150,"je_S"
1064,150,2,"suy","VER",150,"sivre_+M"
1065,150,3,"au","PREDET:a",150,"a+le_S"
1066,150,4,"dit","VER",150,"dire_+CMI"
1067,150,5,"attendant","VER",150,"atendre_*+I"
1068,151,1,"de","PRE",151,"de_+S"
1069,151,2,"l","DET:def",151,"le_S"
1070,151,3,"escripture","NOM",151,"escriture_+Z"
1071,151,4,",","PON",151,","
1072,151,5,"qui","PROCON",151,"qui_S"
1073,151,6,"dist","VER",151,"dire_+CMI"
1074,151,7,"auant","ADV",151,"avant_*IT"
1075,152,1,"de","PRE",152,"de_+S"
1076,152,2,"jacob","NPR",152,"jacob_Z"
1077,152,3,"l","DET:def",152,"le_S"
1078,152,4,"estoille","NOM",152,"estoile|estoire2_*+IT|+T"
1079,152,5,"nasteroit","VER",152,"<unknown>"
1080,152,6,",","PON",152,","
1081,153,1,"des","PREDET:de",153,"de+le_S"
1082,153,2,"fils","NOM",153,"fil1|fil2|fils1|fils2_+T|+T|+T|+T"
1083,153,3,"israhel","NPR",153,"<nolem>"
1084,153,4,"a","PRE",153,"a_S"
1085,153,5,"nous","PRO:pers",153,"nos1_S"
1086,153,6,"sourdroit","VER",153,"sourdre_M"
1087,153,7,",","PON",153,","
1088,154,1,"qui","PROCON",154,"qui_S"
1089,154,2,"tout","DET:ind",154,"tot_S"
1090,154,3,"les","DET:def",154,"le_S"
1091,154,4,"regne","NOM",154,"regne|renge1|renge2|resne2_+IT|+T|+T|+IT"
1092,154,5,"terriene","ADJ",154,"terrïen_I"
1093,155,1,"aroit","VER",155,"arer|avoir_+M|+M"
1094,155,2,"tresbien","ADV",155,"<nolem>"
1095,155,3,"en","PRE",155,"en1_+S"
1096,155,4,"ses","DET:poss",155,"son4_S"
1097,155,5,"main","NOM",155,"main2|main3_+IT|+T"
1098,155,6,".","PON",155,"."
1099,156,1,"sachiés","VER",156,"savoir_+M"
1100,156,2,"que","PROCON",156,"que3_S"
1101,156,3,"suy","VER",156,"sivre_+M"
1102,156,4,"d","PRE",156,"de_+S"
1103,156,5,"une","DET:ndf",156,"un_S"
1104,156,6,"cyté","NOM",156,"<unknown>"
1105,156,7,"royal","ADJ",156,"roial2|roial_*+IT|I"
1106,156,8,",","PON",156,","
1107,157,1,"qui","PROCON",157,"qui_S"
1108,157,2,"est","VER",157,"ester|estre1_+M|+I"
1109,157,3,"dit","VER",157,"dire_+CMI"
1110,157,4,"cyté","NPR",157,"<unknown>"
1111,157,5,"de","PRE",157,"de_+S"
1112,157,6,"tharse","NPR",157,"<nolem>"
1113,157,7,",","PON",157,","
1114,158,1,"et","CON:coord",158,"et_S"
1115,158,2,"suy","VER",158,"sivre_+M"
1116,158,3,"par","PRE",158,"par_S"
1117,158,4,"droit","ADJ",158,"dreste|droit2|droit_+T|C|IT"
1118,158,5,"nom","NOM",158,"nom_+CIT"
1119,158,6,"appellét","VER",158,"apeler_+M"
1120,159,1,"melchior","NOM",159,"<unknown>"
1121,159,2,"bien","ADV",159,"bien1|bien2|bien_+IT|C|I"
1122,159,3,"renomeit","VER",159,"<unknown>"
1123,159,4,".","PON",159,"."
1124,160,1,"et","CON:coord",160,"et_S"
1125,160,2,"vos","PRO:pers",160,"vos1_S"
1126,160,3,",","PON",160,","
1127,160,4,"o","PRE",160,"o4_+S"
1128,160,5,"mon","DET:poss",160,"mon1_S"
1129,160,6,"signeur","NOM",160,"seignor_+C"
1130,160,7,"roy","NOM",160,"roi_C"
1131,160,8,",","PON",160,","
1132,161,1,"por","PRE",161,"por2_+S"
1133,161,2,"coy","PRO:invar",161,"coi2_S"
1134,161,3,"veneis","VER",161,"venir_*+Z"
